 &plot nbnd= 100, nks=   701 /
            0.000000  0.000000  0.000000
    9.084    9.817    9.829   10.214   10.808   10.975   11.433   12.538   12.832   13.528
   14.173   15.862   16.223   16.272   16.912   17.220   17.468   18.419   20.015   20.360
   20.670   21.558   21.658   22.174   23.630   24.771   25.183   25.455   25.491   26.024
   27.873   28.931   28.996   29.595   30.274   30.611   31.022   31.907   32.303   33.637
   34.659   35.458   36.654   37.033   37.888   38.111   38.883   39.009   39.094   39.687
   39.925   40.482   40.500   40.868   41.621   41.982   42.125   42.588   42.997   43.295
   43.884   44.184   44.525   45.000   45.467   46.106   46.218   46.547   46.779   46.987
   47.136   47.145   47.741   47.806   48.406   48.522   48.705   49.635   49.922   50.525
            0.103589  0.000000  0.043655
  -72.233  -72.224  -38.010  -38.010  -37.998  -37.984  -37.946  -37.946  -28.808   -9.829
   -9.827   -9.810   -0.742    1.957    5.914    7.298    7.333    8.130    8.465    8.988
    9.091    9.815    9.829   10.210   10.787   10.956   11.455   12.510   12.830   13.553
   14.199   15.874   16.225   16.256   16.930   17.214   17.491   18.405   19.976   20.343
   20.670   21.545   21.657   22.197   23.658   24.763   25.188   25.466   25.529   26.057
   27.824   28.896   29.004   29.565   30.294   30.621   31.063   31.934   32.356   33.543
   34.679   35.405   36.668   37.081   37.819   38.068   38.841   39.000   39.098   39.713
   39.920   40.457   40.480   40.863   41.651   41.919   42.136   42.630   42.952   43.372
   43.883   44.172   44.507   45.030   45.421   46.052   46.277   46.544   46.774   46.939
   47.104   47.177   47.703   47.808   48.400   48.535   48.759   49.725   49.985   50.547
            0.110495  0.000000  0.046565
  -72.233  -72.224  -38.010  -38.010  -37.998  -37.984  -37.946  -37.946  -28.808   -9.829
   -9.827   -9.810   -0.738    1.955    5.920    7.294    7.334    8.134    8.461    8.983
    9.099    9.811    9.830   10.204   10.766   10.937   11.477   12.484   12.827   13.577
   14.227   15.886   16.223   16.244   16.949   17.207   17.514   18.391   19.937   20.324
   20.669   21.531   21.656   22.221   23.687   24.756   25.193   25.477   25.568   26.091
   27.775   28.861   29.013   29.527   30.321   30.631   31.106   31.961   32.408   33.450
   34.700   35.348   36.682   37.128   37.749   38.024   38.797   38.988   39.101   39.745
   39.904   40.423   40.479   40.864   41.664   41.854   42.158   42.679   42.900   43.454
   43.881   44.157   44.494   45.064   45.374   45.995   46.321   46.536   46.768   46.884
   47.084   47.219   47.666   47.814   48.399   48.548   48.816   49.816   50.044   50.587
            0.117401  0.000000  0.049475
  -72.233  -72.224  -38.010  -38.010  -37.998  -37.984  -37.946  -37.946  -28.808   -9.830
   -9.826   -9.810   -0.734    1.954    5.926    7.289    7.334    8.139    8.456    8.978
    9.107    9.808    9.830   10.199   10.744   10.916   11.499   12.457   12.825   13.601
   14.256   15.899   16.210   16.243   16.970   17.200   17.536   18.377   19.897   20.305
   20.667   21.517   21.654   22.246   23.718   24.751   25.198   25.489   25.608   26.128
   27.728   28.824   29.022   29.484   30.351   30.641   31.153   31.990   32.458   33.358
   34.722   35.289   36.695   37.172   37.678   37.981   38.752   38.972   39.102   39.783
   39.875   40.397   40.478   40.868   41.662   41.785   42.189   42.734   42.849   43.535
   43.880   44.137   44.484   45.101   45.326   45.937   46.350   46.522   46.755   46.830
   47.084   47.266   47.632   47.824   48.401   48.561   48.875   49.906   50.100   50.607
            0.124307  0.000000  0.052386
